S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Sugar_g,Sodium_mg,Dietary_Fiber_g,Cholesterol_mg,Calcium_mg,Vitamin,Iron_mg,Price_INR,Source_of_Data,Collection_Date,Collected_By,Remarks
44,Haldirams Cookie Heaven Jeera Cookies,HALDIRAMS,BISCUIT,COOKIES,"Refined Wheat Flour (35.5%), Hydrogenated Vegetable Oil Palm, Hydrogenated Vegetable Oil  Soyabean,Hydrogenated Vegetable Oil   Sunflower, Hydrogenated Vegetable Oil  Sesame, Milk Solids, Sugar, Butter, Whole Cumin, Salt, Custard Powder, Acidity Regulators (Ammonium Bicarbonate (E503 (ii))), VANILLA CAKE Flavour, Acidity Regulators (Sodium Bicarbonate (E500 (ii))) , Emulsifier (Soya Lecithin (E322 (i)))",100,549.7,56.6,6.7,32.9,2,0,15.9,577.8,<1,3,6,0,1,60,,,,
45,"Ritebite Max Protein Cookie Choco Chips, No Maida Multigrain Premium Biscuit Cookies",MAX PROTEIN,BISCUIT,COOKIES,"Binding Agent (Gum Acacia),Binding Agent( Xanthan Gum), Cocoa Powder, Compound Chips (16%) ,Sugar, Edible Vegetable Fat (Hydrogenated), Cocoa Solids, Dextrose and Emulsifier (INS322(i) - Lecithin of Soya Origin)), Condensed Milk, Dietary Fiber (Fructooligosaccharide), Edible Vegetable Oil (Bakery Shortening), Emulsifier INS471, Emulsifier INS472e , High Protein Peanut Flour, Humectant (Glycerine), Invert Sugar, Leavening Agent (Baking Soda), Wheat Flour, Oats Flour, Quinoa Flour, Bengal Gram Flour, Ragi Flour, Corn Flour, Amaranth Puff), Protein Blend (25%) ,High Protein Peanut Flour, Whey Protein Concentrate, Wheat Protein, Soy Protein Concentrate, Salt, Sugar Powder,  Tribasic Calcium Phosphate",100,263,24.8,10,13.3,8.1,0,10,0,4,0,300,0,0,50,,,,
46,"Ritebite Max Protein Cookie Trail Mix, No Maida Multigrain Premium Biscuit Cookies",MAX PROTEIN,BISCUIT,COOKIES,"Protein Blend 25%, High Protein Peanut Flour, Wheat Protein, Soy Protein Isolate, Whey Protein Concentrate, Edible Vegetable Fat (Hydrogenated), Rice Bran Oil, Invert Syrup, Condensed Milk, Dietary Fiber (Fructooligosaccharide),Dietary Fiber( Gum Acacia),  Wheat, Corn, Oats, Ragi, Quinoa, Amaranth, Roasted Chickpea, Raisins(4%), Sugar, Butterscotch PUFFS, Cranberries(2%), Cashew Nuts(3%), Humectant (Glycerine), Dried Black Currants(2%), Leavening Agent (Baking Powder), Tricalcium Phosphate, Emulsifiers INS471,Emulsifiers INS472e,Emulsifiers INS322(i), Soy Lecithin, Salt, Antioxidant(Rosemary Extract)",100,239,25.3,10,11.6,4,0.1,11,129,4,1,300,0,0,50,,,,
47,The Baker's Dozen Cookies Choco Chip Flavoured Biscuits Cookies,THE BAKER'S DOZEN,BISCUIT,COOKIES,"Butter, Dark Chocolate Chip, Raising Agent, Refined Wheat Flour, Sugar, Added Artificial Flavour VANILLA CAKE",100,500,61,10,24,13,0,24,240,4,0,0,0,0,59,,,,
48,CookieMan Almond Finger Cookies,COOKIEMAN,BISCUIT,COOKIES,"Refined Wheat Flour (Maida), Butter (18%), Sugar, Almond Nuts (14%),Partially Hydrogenated Vegetable Fat - Palm,Partially Hydrogenated Vegetable Fat Palm Kernel Oil, Partially Hydrogenated Vegetable Fat Palmolein, Milk Solids (3%), Invert Syrup, Liquid Glucose, Raising Agent (INS 500(ii)), Iodised Salt, Preservative INS 202, Preservative INS200, Antioxidant (INS 320)",100,492.3,48.3,7.8,29.6,15,0.49,20.5,259.7,0.1,0,88.2,0,0,189,,,,
49,"Sunfeast Dark Fantasy Choco Chip, Biscuit Made With Deliciously Rich Chocolate",SUNFEAST,BISCUIT,BISCUIT," Cocoa Butter, Cocoa Solids, Colours ins 150d, Colours ins 1500, Dark Chocolate Chips (21%) ,Cocoa Butter, Cocoa Solids, Dextrose, Emulsifier (lecithin (from Soyabean), Sugar, Artificial Flavouring Substances (VANILLA CAKE), Emulsifier (diacetyl Tartaric and Fatty Acid Esters of Glycerol (from Sunflower and Palm Oil)), Flour Treatment Agent (ins 223), Iodised Salt, Invert Syrup, Raising Agents ins 450 (1),Raising Agents  ins Soo (), Raising Agents ins Sos (1), Refined Palm Oil, Refined Wheat Flour (maida), Sugar, Sulphites, Contains Nuts, Contains Wheat, Contains Milk",100,480,71,7.3,18.5,10,0.05,31.2,150.5,0,0,0,0,0,160,,,,
50,The Baker's Dozen Dark Chocolate Flavoured Biscuits Cookies ,THE BAKER'S DOZEN,BISCUIT,COOKIES,"Dark Chocolate (31%), Refined Wheat Flour (Maida), Sugar, Milk Solids (Butter), Apple Cider Vinegar, Raising Agent (INS500(ii)), VANILLA CAKE Essence",100,480,66,7,21,5,0,29,90,4,0,0,0,0,99,,,,
51,Open Secret Zero Maida Assorted Chocolate Cookies,OPEN SECRET,BISCUIT,COOKIES,"Almonds (26%), Dark Compound (25%),Sugar, Edible Vegetable Fat(Hydrogenated), Cocoa Solids, Emulsifiers INS 491,Emulsifiers 322), Peanuts (22%), Rice Crisps (5%) ,Rice Flour, Sugar, Maize Starch, Malt Extract, Salt, Calcium Carbonate, Honey, Oligofructose, Sugar, Sunflower Oil, Liquid Glucose, Cocoa Powder, Antioxidant (INS 322), Edible Common Salt, Cocoa butter",100,57,7.8,1.29,2.65,1.28,0,1.69,19,1.08,0,0,0,0,105,,,,
52,Mcvitie's Digestive High Fibre Biscuits With Goodness Of Wholewheat,MCVITIES,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida) (43.3%), Edible Vegetable Oil (Palm Oil), Wheat Flour (Atta) (15.3%), Sugar, Wheat Bran (2.5%), Invert Sugar Syrup, Raising Agents (INS 500(ii), Raising Agents INS 503(ii),Raising Agents INS 450(i), Oat Meal, Iodised Salt, Malt Extract, Acidity Regulator (INS 296), Dough Conditioner (INS 223)",100,470,70.6,7.9,17.3,8.3,0,18.1,527,6.5,0,0,0,0,25,,,,
53,Malkist Double Chocolatey Crunchy Layered Crackers,MALKIST,BISCUIT,CRACKER,"Refined Wheat Flour, Edible Vegetable Oil (Palmolein Oil)-contains Antioxidant (BHA), Sugar (13.3%), Glucose Syrup, Milk Solids (4.729%) (SMP), Cocoa Powder (3.72%), Tapioca Starch, Leavening Agent E503(ii),Leavening Agent  E500(ii), Edible Common Salt, Baker's Yeast, Malt Extract (0.48%), Butter, Emulsifier (Soy Lecithin E322(i)), Vitamin Premix (Thiamine Mononitrate, Riboflavin, Pyridoxine Hydrochloride, Cyanocobalamin), Artificial Flavouring Substance (Chocolate)",100,488,66.4,7.6,21.3,14.2,0,21.3,527,0,2.2,0,"Vitamin B1 (mg) 0.50 , Vitamin B2 (mg) 0.27 , Vitamin B6 (mg) 0.34 , Vitamin B12 (mg) 0.75 ",0,60,,,,
54,CookieMan Choco Chunk Cookies,COOKIEMAN,BISCUIT,COOKIES,"Chocolate Dark Compound (30%), Sugar, Edible Vegetable Fat (Hydrogenated), Cocoa Solids, Emulsifier INS 322, Emulsifier INS 476, Refined Wheat Flour (Maida), Liquid Glucose, Cocoa Powder, Salt, Raising Agent (INS 500), Humectant (INS 420), Acidity Regulator (INS 450)",100,466,60,4.7,23,17,0.2,34,197,0.66,0,8.6,0,0,149,,,,
55,CookieMan Bhai Dooj Cookies & Chocolate Gift Box Hamper,COOKIEMAN,BISCUIT,COOKIES,"Wheat Flour, Sugar, Butter, Chocolate Chips, Cocoa Powder, Milk Solids, Raising Agents, Salt",100,484,64.3,6.2,22.1,,,,,,,,,,599,,,,
56,Britannia Good Day Butter Cookies | Trans Fat-free,BRITANNIA,BISCUIT,BUTTER COOKIES,"Butter (2%), Edible Vegetable Oil (Palm), Iodised Salt, Invert Syrup, Milk Solids, Nature Identical and Artificial Flavouring Substances Butter,Nature Identical and Artificial Flavouring Substances VANILLA CAKE,Nature Identical and Artificial Flavouring Substances Milk, Refined Wheat Flour (Maida),  Sugar",100,494,67,7,22,11,0,22,0,0,6.5,0,0,0,25,,,,
57,"Open Secret Zero Maida Chocolate Millet Biscuit, Healthy Snacks with No Refined Sugar & No Palm Oil",OPEN SECRET,BISCUIT,MILLET COOKIES,"Antioxidant (INS 322), Bajra Flour, Cocoa Powder, Corn Flour, Edible Salt, Fructooligosaccharides, Jaggery Powder, Jowar Flour, Maltodextrin, Oat Flour, Ragi Flour, Rice Flour, Rising Agent INS 503(ii),  Rising Agent INS 500(ii), Rising Agent INS 450(i), Rising Agent  E575, Skimmed Milk Powder, Udid Flour, White Butter,  Whole Wheat Flour",100,79.5,8.6,1.2,4.4,3.8,0,4.2,0,0.3,5.3,0,0,0,45,,,,
58,Parle Hide & Seek Milano Choco Filled Hazelnut,PARLE,BISCUIT,CHOCOFILL,"Wheat Flour, Choco Hazelnut Crème (42%), Sugar, Refined Palmolein, Cocoa Solids, Hazelnut Paste (4%), Emulsifier of Vegetable Origin (Soy Lecithin), Artificial Flavouring Substances Chocolate, Artificial Flavouring Substances Hazelnut, Raising Agents 500 (i), Raising Agents 503 (ii), Iodised Salt",100,536,63.4,4.3,29.9,13.8,0,33.5,118,0,0,0,0,0,75,,,,
59,UNIBIC Sugar Free Multigrain Cookies,UNIBIC,BISCUIT,BUTTER COOKIES,"Butter (20%), Emulsifier (INS 322 from Soy), Iodised Salt, Leavening Agents INS 500 ii,  Leavening Agents INS 503 ii, Sweetener (INS 965 - Maltitol), Whole Wheat Flour (Atta)",100,444.4,65,6.3,22.8,14.6,0,0.5,85,0,49,0,0,0,60,,,,
60,Britannia Milk Bikis Biscuits,BRITANNIA,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida) (63%), Sugar, Refined Palm Oil, Milk Products (4%) Sweetened Condensed Partly Skimmed Milk & Milk Solids, Invert Sugar Syrup, Raising Agents 503(Ii) ,Raising Agents  500(Ii), Iodised Salt, Emulsifiers 322(I) ,Emulsifiers 47, Minerals, Artificial Milk,Artificial VANILLA CAKE , Nature Identical Flavouring Substances, Vitamins",100,459,77.1,7.4,13.5,6.6,0,26,298,0,0,100,"Vitamin B1 (mg) 0.17 , Vitamin B2 (mcg) 2.25, Vitamin B6 (mg) 0.23 , Vitamin B12 (mcg) 0.33",0,90,,,,
61,Open Secret Zero Maida Jeera Millet Biscuit,OPEN SECRET,BISCUIT,BISCUIT,"Antioxidant (INS 322), Bajra Flour, Corn Flour, Cumin Powder, Edible Common Salt, Fructooligosaccharides, Jaggery Powder, Jowar Flour, Maltodextrin, Oat Flour, Ragi Flour, Refined Sunflower Oil, Rice Flour, Rising Agent INS 503(ii),Rising Agent  INS 500(ii),Rising Agent INS 450(i), Rising Agent INS 575, Skimmed Milk Powder, Udid Flour, Unsalted Butter, Whole Cumin (2%),  Whole Wheat Flour",100,73.5,9.5,1.4,3.3,3,0,3.8,54,0.3,4.5,0,0,0,45,,,,
62,Palekar Buttery Shrewsbury Cookies,PALEKAR,BISCUIT,BUTTER COOKIES,"Iodised Salt, Leavening Agent 521, Leavening Agent 500(ii), Milk Solids, Pasteurised Butter (32%), Refined Wheat Flour (Maida), Sugar",100,550,66,7,25,23,0,40,55.97,1,<5,0,0,0,130,,,,
63,The Baker's Dozen High Protein Peanut Butter Cookies Biscuits,THE BAKER'S DOZEN,BISCUIT,BUTTER COOKIES,"Peanut Butter (28%), Refined Wheat Flour (Maida), Sugar, Butter, Dark Chocolate (14%), Apple Cider Vinegar, Raising Agent (INS500(1))",100,557,49,12,35,12,0,23,90,4,0,0,0,0,105,,,,
64,CookieMan Ragi Millet Jaggery Cookies,COOKIEMAN,BISCUIT,COOKIES,"REFINED WHEAT FLOUR (MAIDA), EDIBLE VEGETABLE FAT [PARTIALLY HYDROGENATED VEGETABLE FAT, JAGGERY (12%), WHOLE WHEAT FLOUR (ATTA), JOWAR FLOUR, RAGI FLOUR, BUTTER, SESAME SEED, FLAX SEED, MILLET FLOUR , LIQUID GLUCOSE, RAISING AGENTS, INS 500(ii),RAISING AGENTS INS 503(ii), IODISED SALT, EMULSIFIER INS 472 (e),PRESERVATIVE INS 202, PRESERVATIVE INS 200), ANTIOXIDANT INS 320, ANTIOXIDANT INS 306,  NATURAL AND ARTIFICIAL SWEETENERS INS 965,NATURAL AND ARTIFICIAL SWEETENERS  INS 960",100,458,61,6,26,15,1,23,273,4,6,38,VITAMIM C (MG) 0.11,0,289,,,,
65,Parle-G Original Gluco Biscuits,PARLE,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida) (68%), Sugar, Refined Palm Oil, Invert Sugar Syrup, Iodised Salt, Raising Agents 503(Ii),Raising Agents 500(Ii), Milk Solids, Flour Treatment Agent (1101(Ii)), Emulsifier Of Vegetable Origin (472E),  Artificial Flavouring Substances (VANILLA CAKE)",100,454,77.3,6.3,13,6,0,25.5,296,0,0,0,0,0,30,,,,
66,Parle Elaichi Rusk,PARLE,BISCUIT,RUSK,"Refined Wheat Flour (Maida) (68%), Sugar, Refined Palm Oil, Suji, Yeast, Iodised Salt, Wheat Gluten, Emulsifiers of Vegetable Origin 322, Emulsifiers of Vegetable Origin 481(i),Emulsifiers of Vegetable Origin  472e,Emulsifiers of Vegetable Origin  471, Wheat Fibre, Cardamom Seeds (0.08%), Antioxidant (300), Flour Treatment Agent (1100(i)), Contains Added Flavours (Artificial Flavouring Substances - Cardamom)",100,434,80.4,7.6,9.1,4.2,0,25.1,0,0,0,0,0,0,240,,,,
67,Britannia Pure Magic Choco Stars,BRITANNIA,BISCUIT,CREAME,"Refined Wheat Flour (maida), Refined Palm Oil, Sugar, Interesterified Vegetable Fat, Milk Products ,whey Powder, Milk Solids, Cocoa Powder 3.(4%), Dark Chocolate 2.(9%), Emulsifiers 322(i) ,Emulsifiers 476, Nature Identical vanillin ,Nature Identical ,Cocoa, Flovouring Substances, Invert Sugar Syrup, Raising Agents, Nature Identital & Artificial ethyl Venillin,Nature Identital & Artificial Milk Cocoa,Nature Identital & Artificial VANILLA CAKE & Condensed Milk, Iodised Salt,and Maize Starch , Emulsifier",100,529,64.7,6.3,27.2,15.6,0.1,25.5,319,0,2,0,0,0,30,,,,
68,Parle-G Gold Biscuit,PARLE,BISCUIT,GLUCOSE BISCUIT,"REFINED WHEAT FLOUR (MAIDA) (63%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, SUGAR, CITRIC ACID, MILK SOLIDS (1%), IODISED SALT, RAISING AGENTS 503(i),RAISING AGENTS 500 (ii), FLOUR TREATMENT AGENT [1101 (ii)] , EMULSIFIER OF VEGETABLE ORIGIN [472e] ,GLUCOSE, LEVULOSE",100,462,75.9,6.7,14.6,6.8,0,27.7,281,0,0,0,0,0,160,,,,
69,Parle-G Royale,PARLE,BISCUIT,BISCUIT,"Emulsifier of Vegetable Add Origin (472E), Flour Treatment Agent (1101 (Ii)), Invert Sugar Syrup,Citric Acid, Sugar, Iodised Salt, Milk Solids, Palm Oil, Raising Agents 500 (Ii), Raising Agents 503 (Ii), Refined Wheat Flour (Maida) (62%), Sugar",100,464,74.5,6.5,15.5,7.2,0,27.3,268,0,0,0,0,0,75,,,,
70,Britannia Good Day Chunkies Coconut Cookies,BRITANNIA,BISCUIT,COCONUT COOKIES,"Butter, Coconut Products (16.5%) ,Coconut Milk Powder, Desiccated Coconut, Emulsifiers INS322(I),Emulsifiers  INS471,Emulsifiers   INS472E, Interesterified Vegetable Fat, Iodised Salt, Invert Sugar Syrup, Raising Agents INS500(II), Raising Agents INS503(II), Raising Agents INS450(I), Refined Wheat Flour (Maida), Sugar, Nature Identical Flavouring Substance",100,575,532.8,6.2,37.2,24.7,0,28,143,0,13.1,0,0,0,45,,,,
71,Parle Krackjack Sweet and Salty Biscuits,PARLE,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida), Refined Oils (Palm and Palmolein), Sugar (17%), Raising Agents INS 503(ii), Raising Agents INS 500(i),Raising Agents  INS 341(i), Invert Sugar Syrup, Iodised Salt (0.9%), Yeast, Acidity Regulators INS 270,Acidity Regulators INS 296, Flour Treatment Agents INS 223, Flour Treatment Agents  INS 1101(i),Flour Treatment Agents   INS 1100(i), Emulsifier of Vegetable Origin [Diacetyl Tartaric] , Fatty Acid Esters of Glycerol]",100,489,70.5,6.8,19.9,9.4,0,19.6,371,0,0,0,0,0,40,,,,
72,Parle Milk Shakti,PARLE,BISCUIT,GLUCOSE BISCUIT,"Condensed Milk, Emulsifier of Vegetable Origin [diacetyltartaric] , Emulsifier of Vegetable Origin [ Fatty Acid Esters of Glycerol], Invert Sugar Syrup, Milk Solids (1.7%), Raising Agents 1503 (500), Refined Palm Oil, Refined Wheat Flour (maida), Salt (10), Sugar, Vitamins, Minerals (0.3%)",100,464,75.2,7.3,14.7,6.8,0,24.5,261,0,0.6,0,"Vitamin B1 (mg) 0.7 , Vitamin B2 (mcg) 0.2, Vitamin B6 (mg) 0.3 , Vitamin A (mcg) 90",0,100,,,,
73,Parle Nutricrunch Classic Digestive Cookies,PARLE,BISCUIT,DIGESTIVE BISCUIT,"Refined Wheat Flour (Maida) (40%), Refined Palm Oil, Wheat Flour (Atta) (19%), Sugar, Sorghum Flour (5%), Wheat Bran (4.4%), Wheat Fibre (1.2%), Milk Solids, Malt Extract, Raising Agents 503(ii), Raising Agents  500(ii), Iodised Salt, Invert Sugar Syrup, Vitamins and Minerals (0.3%), Emulsifier of Vegetable Origin (Diacetyltartaric),Emulsifier of Vegetable Origin[ Fatty Acid Esters of Glycerol)",100,189,70.7,6.5,20,9.2,0,14.8,0,6,0,90,"Vitamin A (mcg) 90.0, Vitamin B1 (mg) 0.17, Vitamin B2 (mg) 0.20, Vitamin B6 (mg) 0.30",0,320,,,,
74,Parle Monaco Classic Salty Biscuits,PARLE,BISCUIT,BISCUIT,"Acidity Regulators [270, 296], Emulsifier of Vegetable Origin (472e), Flour Treatment Agents (223, 1101(ii), 1100(I)), Iodised salt (2.25%), Invert Sugar Syrup, Raising Agents [503(ii), 500(ii), 341(I)], Refined Oils (palmolein, Palm), Refined Wheat Flour (maida), Sugar, Yeast",100,495,68.9,7.7,21,9.9,0,7.7,0,0,0,0,0,0,80,,,,
75,Parle Hide & Seek Black Bourbon,PARLE,BISCUIT,CREAME,"Sugar, Wheat Flour, Edible Vegetable Oil (Palm Oil), Cocoa Solids (7.5%), Sprinkled Sugar (2%), Invert Sugar Syrup, Edible Common Salt, Raising Agents 503(ii),Raising Agents 500(ii), Emulsifier (Lecithin of Soya Origin), Contains Permitted Natural Colour (150d), Added Flavours (Artificial Flavouring Substances - Chocolate, VANILLA CAKE)",100,470,75.8,5.2,16.2,8.3,0.1,42.8,0,0,0,0,0,0,30,,,,
76,Parle Hide & Seek Creme Sandwiches,PARLE,BISCUIT,CREAME,"Refined wheat flour, sugar, refined palm oil, choco chips (12%), cocoa solids, dextrose, emulsifier, invert sugar syrup, iodised salt, added flavours",100,502,66,6,24,12,0.1,30,0,0,0,0,0,0,180,,,,
77,Parle Hide & Seek Choco Roll Choco Rolls,PARLE,BISCUIT,CHOCO ROLL,"Choco Creme (40%), Cocoa Solids (0.5%), Edible Vegetable Oil (palm Oil), Edible Vegetable Oils (palmolein, Palm Oil), Emulsifier (Di-Acetyl Tartaric Acid Esters of Mono and Di-Glycerides of Edible Vegetable Oils), Emulsifier (lecithin of Soya Origin), Contains Added Flavour (artificial Flavouring Substances - VANILLA CAKE), Contains Added Flavours (artificial Flavouring Substances - VANILLA CAKE, Chocolate), Invert Sugar Syrup, Iodised Salt, Raising Agents 1500 (1),Raising Agents  503 (1), Raising Agents 341(), Sugar, Wheat Flour",100,512,67,4.5,25.1,11.7,0.12,38.3,227,0,0,0,0,0,170,,,,
78,Parle Marie Biscuit,PARLE,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida), Sugar, Refined Palm Oil, Invert Sugar Syrup, Raising Agents 503(ii),Raising Agents 500(ii), Raising Agents 341(i), Milk Solids, Iodised Salt, Flour Treatment Agents 223, Flour Treatment Agents 1101(ii), Emulsifier of Vegetable Origin (472e), Artificial Flavouring Substances Milk,Artificial Flavouring Substances  Butter, Artificial Flavouring Substances VANILLA CAKE",100,451,77.2,7.7,12.4,5.7,0,20,0,0,0,0,0,0,230,,,,
79,Parle Hide & Seek Milano Cookies,PARLE,BISCUIT,BISCUIT,"Artificial Flavouring Substances (VANILLA CAKE), Butter, Chocolate (26%) ,Cocoa Butter, Cocoa Solids, Dextrose, Emulsifier Of Vegetable Origin (Soy Lecithin), Sugar, Cocoa Solids, Dextrose, Emulsifier Of Vegetable Origin (472E), Emulsifier Of Vegetable Origin (Soy Lecithin), Iodised Salt, Invert Sugar Syrup, Liquid Glucose, Raising Agents 500(Ii), Raising Agents 503(Ii), Refined Palm Oil, Refined Wheat Flour (Maida), Skimmed Milk Powder,  Sugar",100,518,67,4.4,25.8,13.4,0,31.5,192,0,3.9,0,0,0,212,,,,
80,Britannia 5 Grain High-Fibre Biscuits Multigrain Digestive Biscuits,BRITANNIA,BISCUIT,DIGESTIVE BISCUIT,"Wheat Flour (Atta) (45%), Refined Palm Oil, Sugar, Cereal Products (16%) (Ragi Flour, Corn Flakes, Rolled Oats, Jowar Flour, Rice Flour and Quinoa Flour), Wheat Bran (6%), Milk Products (Sweetened Condensed Partly Skimmed Milk and Milk Solids), Raising Agents (500(i) and 503(i)), Honey, Iodised Salt, Emulsifiers (322(i), 471 and 472e) and Nature-Identical and Artificial (VANILLA CAKE) Flavoring Substances",100,492,70.2,8.1,19.9,9.7,0,18.6,224,7.7,0.1,0,0,0,75,,,,
81,Dukes Nibbles - Jeera Crackers,DUKES,BISCUIT,CRACKER,"Ajwain (0.4%), Cumin (2%), Dough Conditioner (223), Emulsifiers 322, Emulsifiers  471, Invert Syrup, Iodised Salt, Liquid Glucose, Raising Agent 500 (II),  Raising Agent 503 (II), Refined Palm Oil, Refined Palmolein Oil, Refined Wheat Flour (Maida), Sugar, Spices, Yeast, Improver (1101 (II))",100,416.7,70,9,10.8,4.5,0.2,9.5,0,0,0,0,0,0,60,,,,
82,Let'S Try Fruits Cake Rusk,LET'S TRY,BISCUIT,RUSK,"Whole Wheat Flour, Milk and Milk Solids, Brown Sugar, Edible Vegetable Fat, Refined Wheat Flour, Oats Flour, Cherry, Custard Powder, Cake Concentrate, Raising Agent (Ins 503), Iodized Salt, and Artificial Flavouring Substances (Orange and Butter)",100,483.67,68.37,7.46,20.15,11.85,0.01,24.61,129.12,3.46,1,0,0,0,220,,,,
83,Palekar Tea Time Ajwain Toast,PALEKAR,BISCUIT,RUSK,"Refined Wheat Flour (Maida), Sugar, Hydrogenated Vegetable Oil, Invert Syrup, Iodized Salt, Yeast, Soy Flour, Ajwain (0.17%), Antioxidant (300), Emulsifier 471,Emulsifier  472e, Emulsifier 481(i), Processing Aid 1102, Processing Aid 1104, Improver (170(i)), Flour Treatment Agent (510)",100,440,77,11,10,6,0,31,50,2,0,90,VITAMIN(MCG)0.3,0.3,35,,,,
84,Palekar Makkhan Rusk,PALEKAR,BISCUIT,RUSK,"Refined Wheat Flour (Maida), Sugar, Pasteurized Dairy Butter (8.85%), Invert Syrup, Iodized Salt, Yeast, Soy Flour, Antioxidant (300), Emulsifier 471,Emulsifier  472e,Emulsifier 481(i), Processing Aid 1102,Processing Aid 1104, Improver (170(i)), Flour Treatment Agent (510)",100,409,81,10,5,1,0,32,720,4,0.5,137,VITAMIN D 3.4(MCG),1.5,70,,,,
85,Palekar Jaggery Toasted Buns,PALEKAR,BISCUIT,TOASTED BUN,"Refined Wheat Flour (Maida), Jaggey, Ghee(Clarified Butter), iodized Salt, Yeast, Jeera(cumin seeds) (0.8%), Soy flour, Antioxidant (300), Emulsifier471, Emulsifier 472e,Emulsifier  481(i), Processing aid 1102,Processing aid 1104, Flour Treatment Agent (510), Improver (170(i)",100,426,73,10,11,2,0,7,792,3,<5,186,VITAMIN D 0.7(MCG),3,90,,,,
86,Britannia Treat Orange Creme Sandwich Biscuits,BRITANNIA,BISCUIT,CREAME,"Refined Wheat Flour (Maida), Sugar, Refined Palm Oil, Interesterified Vegetable Fat, Invert Sugar Syrup, Edible Maize Starch, Dextrose, Emulsifiers 322(i),Emulsifiers  471,Emulsifiers 472e, Raising Agents 503(ii) ,Raising Agents 500(ii), Milk Solids, Iodised Salt, Nature Identical & Artificial (Orange Juice), Colours 160b, Colours  102, Colours  127,Colours   110 ,Colours  124, Acidity Regulator (330), Orange Powder (0.02%), Dough Conditioner (223)",100,494.5,72.7,4.8,20.5,9,0,37.9,140,0,0,0,0,0,100,,,,
87,Britannia Marie Gold Biscuits Plain,BRITANNIA,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida) (73%), Sugar, Refined Palm Oil, Invert Sugar Syrup, Milk Solids, Raising Agents 503(ii), Raising Agents 500(ii), Iodised Salt, Emulsifier (472e), Calcium Salt, Dough Conditioner (223), Vitamins, Ferrous Salt, Potassium Iodate, Permitted Natural Colour (150d), Added Flavours (Nature Identical and Artificial (Milk and VANILLA CAKE))",100,445,60,7,26,13,0,10,0,0,0,60,"Vitamin B1 (mg) 0.12, Vitamin B2 (mg) 0.14, Vitamin B3 (mg) 1.6, Vitamin B6 (mg) 0.2, Vitamin B12 (mcg) 0.1",3,25,,,,
88,Britannia Vita Butter Marie Gold Biscuits,BRITANNIA,BISCUIT,BISCUIT,"Refined Wheat Flour (Maida) (66%), Sugar, Refined Palm Oil, Milk Solids, Sweetened Condensed Partly Skimmed Milk, Invert Sugar Syrup, Raising Agents 503(ii),Raising Agents  500(ii), Iodised Salt, Emulsifiers 471, Emulsifiers 322(i), Artificial Flavouring Substances Milk,Artificial Flavouring Substances  Butter,Artificial Flavouring Substances  VANILLA CAKE, Vitamins, Dough Conditioner (223), Minerals, Improver (1101(i))",100,449,79.3,7.3,11.4,5.5,0,25.5,255,0,0,0,"Vitamin A (mcg) 450.0, Vitamin D (mcg) 6.7, Vitamin B1 (mg) 0.6, Vitamin B2 (mg) 0.9, Vitamin B3 (mg) 6.3, Vitamin B6 (mg) 0.8, Vitamin E (mg) 4.5,  Vitamin B12 (mcg) 1.1",0,50,,,,
89,Britannia Pure Magic Chocolush Choco Filled Cookie,BRITANNIA,BISCUIT,CHOCO FILLS,"Dark Choco Filling (38%), Sugar, Refined Palmolein Oil, Cocoa Solids, Emulsifier (322(I)), Iodised Salt, Artificial Flavouring Substances (Vanillin), Refined Wheat Flour (Maida), Interesterified Vegetable Fat, Sugar, Invert Sugar Syrup, Liquid Glucose, Cocoa Solids (0.8%), Raising Agents 500(Ii), Raising Agents  503(Ii),  Raising Agents 450(I), Iodised Salt, Butter, Milk Solids, Colour (150D), Emulsifiers 322(I),Emulsifiers  471",100,519,66.1,4.8,26.1,12,0.1,37.1,283,0,1.2,0,0,0,45,,,,
